t,pos
3.560933561,0.003416601
3.594300228,0.003338082
3.627666895,0.003200481
3.661033562,0.004627392
3.694400229,0.004239747
3.727766895,0.005216385
3.761133562,0.005180353
3.794500229,0.005753859
3.827866896,0.003839972
3.861233563,0.00351501
3.89460023,0.003396048
3.927966896,0.004209779
3.961333563,0.003233664
3.99470023,0.003643671
4.028066897,0.002522181
4.061433564,0.001963616
4.094800231,0.002240897
4.128166897,0.002587851
4.161533564,0.002805223
4.194900231,0.002422974
4.228266898,0.002713377
4.261633565,0.003814533
4.295000231,0.003315288
4.328366898,0.001931273
4.361733565,0.003485586
4.395100232,0.002863516
4.428466899,0.003157939
4.461833566,0.003923899
4.495200232,0.003379384
4.528566899,0.002695756
4.561933566,0.003383811
4.595300233,0.003739538
4.6286669,0.003831977
4.662033566,0.003274084
4.695400233,0.003066536
4.7287669,0.005177049
4.762133567,0.004199053
4.795500234,0.004448385
4.828866901,0.00443047
4.862233567,0.002646735
4.895600234,0.00218596
4.928966901,0.001296863
4.962333568,0.001317164
4.995700235,0.002336649
5.029066902,0.002104522
5.062433568,0.002234637
5.095800235,0.001973178
5.129166902,0.003172656
5.162533569,0.001848985
5.195900236,0.001884105
5.229266902,0.002166839
5.262633569,0.00296592
5.296000236,0.002462041
5.329366903,0.00217818
5.36273357,0.002907231
5.396100237,0.003378419
5.429466903,0.002809948
5.46283357,0.004449231
5.496200237,0.004333229
5.529566904,0.003894845
5.562933571,0.003581942
5.596300237,0.002826792
5.629666904,0.002885362
5.663033571,6.2735512303775e-05
5.696400238,-0.000239166
5.729766905,0.000380112
5.763133572,0.001181345
5.796500238,0.000552771
5.829866905,0.001477874
5.863233572,0.001856847
5.896600239,0.000586867
5.929966906,0.000470886
5.963333573,0.000894514
5.996700239,0.002872444
6.030066906,0.004393837
6.063433573,0.004626686
6.09680024,0.005310276
6.130166907,0.005068646
6.163533573,0.003052903
6.19690024,0.002794792
6.230266907,0.003265827
6.263633574,0.002857014
6.297000241,0.002655443
6.330366908,0.003801139
6.363733574,0.001843807
6.397100241,0.001512778
6.430466908,0.001525974
6.463833575,0.000867247
6.497200242,0.001016843
6.530566908,0.001569144
6.563933575,0.001605189
6.597300242,0.001987494
6.630666909,0.002331892
6.664033576,0.000679418
6.697400243,4.42432708362517e-05
6.730766909,-0.00067201
6.764133576,-0.000707568
6.797500243,-0.001002926
6.83086691,-0.00141793
6.864233577,-0.000928404
6.897600244,-0.000905397
6.93096691,-0.000471465
6.964333577,-0.00111256
6.997700244,-0.000261764
7.031066911,0.002100133
7.064433578,0.00284322
7.097800244,0.003831463
7.131166911,0.004379181
7.164533578,0.00483375
7.197900245,0.004469654
7.231266912,0.004228276
7.264633579,0.004518773
7.298000245,0.004495824
7.331366912,0.003460823
7.364733579,0.00198105
7.398100246,0.00205995
7.431466913,0.001167542
7.464833579,0.000935732
7.498200246,-0.000127028
7.531566913,0.002196177
7.56493358,0.00257519
7.598300247,0.00175546
7.631666914,0.002175256
7.66503358,0.001246221
7.698400247,0.002015138
7.731766914,0.00107992
7.765133581,0.003017138
7.798500248,0.002002637
7.831866915,0.003110195
7.865233581,0.001749433
7.898600248,0.001474004
7.931966915,0.002306829
7.965333582,0.002163114
7.998700249,0.001926371
8.032066915,0.002183518
8.065433582,0.000938772
8.098800249,0.002239447
8.132166916,0.001309842
8.165533583,0.000800247
8.19890025,0.000660058
8.232266916,-0.000252872
8.265633583,0.001236824
8.29900025,0.000463243
8.332366917,-0.000116575
8.365733584,0.000262698
8.39910025,-9.06E-05
8.432466917,-9.59E-05
8.465833584,0.000161786
8.499200251,0.000185663
8.532566918,0.000431718
8.565933585,0.000847035
8.599300251,0.000931901
8.632666918,0.001129282
8.666033585,0.000107412
8.699400252,0.000142322
8.732766919,-0.000525626
8.766133586,0.000261881
8.799500252,-1.38E-05
8.832866919,0.000896717
8.866233586,0.002235406
8.899600253,0.001381597
8.93296692,0.002617774
8.966333586,0.001423228
8.999700253,0.001996979
9.03306692,0.003764798
9.066433587,0.003185358
9.099800254,0.003020884
9.133166921,0.001651765
9.166533587,0.000397136
9.199900254,-9.17E-07
9.233266921,-0.000224758
9.266633588,-0.0009869
9.300000255,-0.000507488
9.333366921,2.84762023419428e-05
9.366733588,-0.001033415
9.400100255,-0.000899114
9.433466922,-0.000401056
9.466833589,0.000667669
9.500200256,0.001901539
9.533566922,0.001840567
9.566933589,0.001697181
9.600300256,0.004372919
9.633666923,0.004832472
9.66703359,0.003367247
9.700400257,0.002360384
9.733766923,0.001357689
9.76713359,0.001011317
9.800500257,0.001285367
9.833866924,0.000727955
9.867233591,0.000869102
9.900600257,0.000969671
9.933966924,5.09078545499338e-05
9.967333591,-0.00029019
10.00070026,-0.000347823
10.03406692,-0.000144998
10.06743359,0.000700252
10.10080026,0.000619574
10.13416693,0.001215815
10.16753359,0.001754805
10.20090026,0.001962079
10.23426693,0.000995632
10.26763359,0.000716734
10.30100026,0.000715482
10.33436693,0.000353841
10.36773359,0.000988603
10.40110026,0.000287225
10.43446693,0.001272798
10.46783359,0.001645895
10.50120026,0.000244797
10.53456693,-0.000165032
10.56793359,0.001065643
10.60130026,0.002392378
10.63466693,0.001658887
10.66803359,0.002356971
10.70140026,0.002515921
10.73476693,0.003728292
10.76813359,0.003944416
10.80150026,0.00404056
10.83486693,0.003211982
10.8682336,0.002883232
10.90160026,0.00239934
10.93496693,0.002063074
10.9683336,0.000565209
11.00170026,0.000922944
11.03506693,0.000417596
11.0684336,0.002363817
11.10180026,0.002463978
11.13516693,0.002504338
11.1685336,0.000861013
11.20190026,0.002424892
11.23526693,0.002228752
11.2686336,0.003126866
11.30200026,0.001783641
11.33536693,0.003182973
11.3687336,0.004095323
11.40210026,0.002723855
11.43546693,0.003038141
11.4688336,0.002969356
11.50220026,0.002551419
11.53556693,0.002031043
11.5689336,0.000619701
11.60230027,0.000749175
11.63566693,0.000879082
11.6690336,0.001652133
11.70240027,0.001673654
11.73576693,-5.17E-05
11.7691336,0.001055443
11.80250027,0.002266225
11.83586693,0.000961668
11.8692336,0.001565609
11.90260027,0.002527267
11.93596693,0.003138515
11.9693336,0.003257237
12.00270027,0.003917703
12.03606693,0.003659989
12.0694336,0.002213451
12.10280027,0.001527452
12.13616693,0.002379829
12.1695336,0.00325085
12.20290027,0.001528655
12.23626693,0.002375668
12.2696336,0.002843421
12.30300027,0.001815684
12.33636694,0.001446695
12.3697336,0.00110312
12.40310027,0.001754918
12.43646694,0.002049358
12.4698336,0.001367986
12.50320027,-4.38E-05
12.53656694,0.002724116
12.5699336,0.0017785
12.60330027,-0.000158866
12.63666694,0.00115222
12.6700336,0.001337625
12.70340027,0.000986375
12.73676694,0.000376419
12.7701336,0.0007388
12.80350027,-5.31E-06
12.83686694,-0.001128667
12.8702336,-0.001802452
12.90360027,-0.000184162
12.93696694,0.000776468
12.97033361,9.90030885683308e-05
13.00370027,0.000613883
13.03706694,2.9036221797102e-05
13.07043361,0.000584165
13.10380027,-0.000872765
13.13716694,0.002174281
13.17053361,0.002260294
13.20390027,0.001667266
13.23726694,0.001844072
13.27063361,0.000630008
13.30400027,-3.03E-05
13.33736694,0.000272399
13.37073361,-0.000444753
13.40410027,0.000299532
13.43746694,0.00066822
13.47083361,-0.000133851
13.50420027,0.000674418
13.53756694,-0.000706377
13.57093361,-0.00021746
13.60430027,-0.000542279
13.63766694,-0.000270503
13.67103361,0.001686137
13.70440028,0.002295808
13.73776694,0.003304671
13.77113361,0.002374635
13.80450028,0.000779968
13.83786694,0.001428906
13.87123361,0.001038608
13.90460028,0.001126811
13.93796694,0.001664545
13.97133361,0.002661723
14.00470028,0.00216898
14.03806694,0.00165467
14.07143361,0.002308033
14.10480028,0.001332497
14.13816694,0.001195964
14.17153361,0.001879189
14.20490028,0.002366024
14.23826694,0.00270429
14.27163361,0.001161425
14.30500028,0.002348947
14.33836694,0.000760109
14.37173361,0.00225558
14.40510028,0.002693754
14.43846695,0.003209342
14.47183361,0.0030641
14.50520028,0.003199737
14.53856695,0.00365134
14.57193361,0.002459626
14.60530028,0.001388678
14.63866695,0.000637521
14.67203361,0.001361005
14.70540028,0.003718559
14.73876695,0.003212595
14.77213361,0.003411364
14.80550028,0.002522924
14.83886695,0.002177526
14.87223361,0.001369644
14.90560028,0.001494135
14.93896695,0.002804964
14.97233361,0.002250769
15.00570028,0.002938002
15.03906695,0.003313359
15.07243361,0.001604699
15.10580028,0.00126469
15.13916695,0.001536575
15.17253362,-0.000770243
15.20590028,-0.000341881
15.23926695,-0.000529112
15.27263362,-0.000884993
15.30600028,-0.000568724
15.33936695,-0.002398363
15.37273362,-0.001412258
15.40610028,-0.001422629
15.43946695,-0.002233538
15.47283362,-0.000965142
15.50620028,-0.000965724
15.53956695,-0.001053361
15.57293362,-0.000182157
15.60630028,-0.000120643
15.63966695,-0.000352801
15.67303362,0.001400485
15.70640028,0.000460373
15.73976695,0.001552944
15.77313362,0.001513776
15.80650028,6.37317251120853e-05
15.83986695,0.00125656
15.87323362,0.001040815
15.90660029,0.001398727
15.93996695,-0.000126693
15.97333362,0.00116873
16.00670029,0.00119872
16.04006695,0.000580634
16.07343362,-0.000189639
16.10680029,-0.000891864
16.14016695,-0.000960675
16.17353362,-0.000332385
16.20690029,-0.002690034
16.24026695,-0.001869508
16.27363362,-0.002859333
16.30700029,-0.004373575
16.34036695,-0.00495433
16.37373362,-0.005072697
16.40710029,-0.004737643
16.44046695,-0.00523641
16.47383362,-0.004181938
16.50720029,-0.002106673
16.54056695,-0.002365762
16.57393362,0.000765285
16.60730029,0.001201494
16.64066696,0.001416319
16.67403362,0.001030835
16.70740029,0.001487834
16.74076696,0.002023741
16.77413362,0.002546296
16.80750029,0.003183557
16.84086696,0.002425382
16.87423362,0.003502376
16.90760029,0.002718052
16.94096696,0.001061428
16.97433362,0.000828545
17.00770029,0.001102891
17.04106696,0.000503591
17.07443362,0.000381889
17.10780029,-0.000527577
17.14116696,-0.001986255
17.17453362,-0.000806294
17.20790029,-0.002189513
17.24126696,-0.000637316
17.27463363,1.99372106787195e-05
17.30800029,0.000793372
17.34136696,0.000285806
17.37473363,-0.000449741
17.40810029,-0.000269712
17.44146696,0.001350557
17.47483363,0.001291944
17.50820029,0.001650709
17.54156696,0.000895619
17.57493363,0.001219153
17.60830029,0.001205821
17.64166696,0.001388952
17.67503363,0.001534242
17.70840029,0.00256543
17.74176696,0.002022549
17.77513363,0.000529953
17.80850029,0.000915695
17.84186696,0.000784261
17.87523363,-0.000550161
17.90860029,-0.000503872
17.94196696,-0.000369836
17.97533363,0.001579956
18.0087003,0.002195219
18.04206696,0.002642185
18.07543363,0.000791219
18.1088003,0.001050815
18.14216696,0.0010028
18.17553363,0.001700794
18.2089003,0.002316067
18.24226696,0.003597494
18.27563363,0.003750929
18.3090003,0.004598478
18.34236696,0.004460748
18.37573363,0.003744649
18.4091003,0.003331593
18.44246696,0.002802472
18.47583363,0.001984687
18.5092003,0.002305541
18.54256696,0.004010849
18.57593363,0.003062468
18.6093003,0.002532363
18.64266696,0.002082341
18.67603363,0.000298886
18.7094003,-0.000256516
18.74276697,0.000540682
18.77613363,0.001315922
18.8095003,-0.000122459
18.84286697,0.000199036
18.87623363,0.000834842
18.9096003,0.001609622
18.94296697,0.000836094
18.97633363,0.001638387
19.0097003,0.002890898
19.04306697,0.002913765
19.07643363,0.004186372
19.1098003,0.004451485
19.14316697,0.004325525
19.17653363,0.003835422
19.2099003,0.00358906
19.24326697,0.004210823
19.27663363,0.003912503
19.3100003,0.00329042
19.34336697,0.002377528
19.37673363,0.002186299
19.4101003,0.002766682
19.44346697,0.000809565
19.47683364,0.000637982
19.5102003,0.001732721
19.54356697,0.000252028
19.57693364,0.000292389
19.6103003,0.000702675
19.64366697,-0.000883291
19.67703364,0.000215461
19.7104003,-0.00020356
19.74376697,0.000379836
19.77713364,0.000914073
19.8105003,0.002485785
19.84386697,0.003139527
19.87723364,0.003282318
19.9106003,0.002357102
19.94396697,0.002574088
19.97733364,0.002440478
20.0107003,0.002634051
20.04406697,0.001670845
20.07743364,0.002471203
20.1108003,0.001964138
20.14416697,0.002648289
20.17753364,0.002435995
20.21090031,0.002680355
20.24426697,0.00219421
20.27763364,0.001546403
20.31100031,0.002566392
20.34436697,0.003088371
20.37773364,0.002794119
20.41110031,0.002034529
20.44446697,0.001377625
20.47783364,6.03600932009863e-05
20.51120031,-0.000153211
20.54456697,-0.000722495
20.57793364,0.000236962
20.61130031,-0.000557089
20.64466697,0.000178976
20.67803364,0.000300274
20.71140031,0.000569861
20.74476697,0.002644276
20.77813364,0.002747796
20.81150031,0.002479852
20.84486697,0.003250492
20.87823364,0.003619543
20.91160031,0.003101646
20.94496698,0.003272252
20.97833364,0.004377303
21.01170031,0.002625642
21.04506698,0.003121939
21.07843364,0.002056442
21.11180031,0.001779568
21.14516698,0.002321974
21.17853364,0.002352403
21.21190031,0.002256256
21.24526698,0.0015007
21.27863364,0.000708698
21.31200031,-0.000697009
21.34536698,-0.000297941
21.37873364,0.000268581
21.41210031,0.00084992
21.44546698,0.001419502
21.47883364,0.001990955
21.51220031,0.001300934
21.54556698,0.001917365
21.57893364,0.002764905
21.61230031,0.002583346
21.64566698,0.002918994
21.67903365,0.002761677
21.71240031,0.002881623
21.74576698,0.002158818
21.77913365,0.002427012
21.81250031,0.002817987
21.84586698,0.002181914
21.87923365,0.002014024
21.91260031,0.00150916
21.94596698,0.00253117
21.97933365,0.002009202
22.01270031,0.001741093
22.04606698,0.001851029
22.07943365,0.000986509
22.11280031,0.00137961
22.14616698,0.002174334
22.17953365,0.003002845
22.21290031,0.002945736
22.24626698,0.001668127
22.27963365,0.001539143
22.31300032,0.001584983
22.34636698,0.00130978
22.37973365,0.002028757
22.41310032,0.001227342
22.44646698,0.003071067
22.47983365,0.003188353
22.51320032,0.002538199
22.54656698,0.000707197
22.57993365,0.001070211
22.61330032,0.002567158
22.64666698,0.002235809
22.68003365,0.003731282
22.71340032,0.003186743
22.74676698,0.004022623
22.78013365,0.003082397
22.81350032,0.001942255
22.84686698,0.001898637
22.88023365,0.001156724
22.91360032,0.001012284
22.94696698,0.000996208
22.98033365,0.002088898
23.01370032,0.001889552
23.04706699,0.001565096
23.08043365,0.002224877
23.11380032,0.001455688
23.14716699,0.001580126
23.18053365,0.002515203
23.21390032,0.002965111
23.24726699,0.002924579
23.28063365,0.002272999
23.31400032,0.001973945
23.34736699,0.001896738
23.38073365,0.001888476
23.41410032,0.000971325
23.44746699,0.001458471
23.48083365,0.002034268
23.51420032,0.002313576
23.54756699,0.001678878
23.58093365,0.001022506
23.61430032,0.001107638
23.64766699,0.000873086
23.68103365,0.000290293
23.71440032,0.001539903
23.74776699,0.001073593
23.78113366,0.001197006
23.81450032,0.001233071
23.84786699,0.000555515
23.88123366,0.002183788
23.91460032,0.003173223
23.94796699,0.003718972
23.98133366,0.004169951
24.01470032,0.003354927
24.04806699,0.001840734
24.08143366,0.000636874
24.11480032,0.001114968
24.14816699,0.00117556
24.18153366,0.000865372
24.21490032,0.00010849
24.24826699,2.69216016910654e-05
24.28163366,0.000555357
24.31500032,-0.000603788
24.34836699,-0.001050023
24.38173366,-0.000461732
24.41510032,-0.000804478
24.44846699,-0.000612211
24.48183366,-0.001198898
24.51520033,-0.001273423
24.54856699,-0.001949403
24.58193366,-0.001807252
24.61530033,-0.001502582
24.64866699,-0.001066636
24.68203366,2.17666086433851e-06
24.71540033,-0.000483854
24.74876699,-0.001405148
24.78213366,-0.001165659
24.81550033,-0.00090383
24.84886699,0.000575787
24.88223366,0.000860664
24.91560033,0.000403658
24.94896699,0.001573747
24.98233366,0.000265846
25.01570033,0.00140841
25.04906699,0.001387999
25.08243366,0.002376922
25.11580033,0.001268238
25.14916699,0.000914239
25.18253366,0.002049729
25.21590033,0.002459746
25.249267,0.001596252
25.28263366,0.002388076
25.31600033,0.000875329
25.349367,0.000904725
25.38273366,0.000313591
25.41610033,0.000536584
25.449467,0.001732289
25.48283366,0.001989941
25.51620033,0.002040862
25.549567,0.001609531
25.58293366,0.002586516
25.61630033,0.002568451
25.649667,0.002876817
25.68303366,0.003717972
25.71640033,0.003732467
25.749767,0.004166953
25.78313366,0.00388871
25.81650033,0.003838703
25.849867,0.003887657
25.88323366,0.002428534
25.91660033,0.001661064
25.949967,0.002194662
25.98333367,0.001136812
26.01670033,0.002258443
26.050067,0.000982637
26.08343367,0.002702642
26.11680033,0.002632383
26.150167,0.001572013
26.18353367,0.002483599
26.21690033,0.002745516
26.250267,0.002821327
26.28363367,0.002336745
26.31700033,0.002508271
26.350367,0.002536408
26.38373367,0.00248403
26.41710033,0.001996612
26.450467,0.002085288
26.48383367,0.003627539
26.51720033,0.003177587
26.550567,0.003938802
26.58393367,0.002993617
26.61730034,0.00284805
26.650667,0.002741222
26.68403367,0.003312837
26.71740034,0.004162085
26.750767,0.004874392
26.78413367,0.004004362
26.81750034,0.004416394
26.850867,0.00413841
26.88423367,0.004377387
26.91760034,0.004079113
26.950967,0.002798258
26.98433367,0.003471691
27.01770034,0.003509509
27.051067,0.001808638
27.08443367,0.001975741
27.11780034,0.002683497
27.151167,0.002532316
27.18453367,0.000951514
27.21790034,0.001942119
27.251267,0.001536641
27.28463367,0.002288847
27.31800034,0.002820932
27.35136701,0.002629841
27.38473367,0.001713028
27.41810034,0.001826268
27.45146701,0.002899376
27.48483367,0.003056568
27.51820034,0.002329415
27.55156701,0.003189232
27.58493367,0.003882639
27.61830034,0.002999984
27.65166701,0.004222052
27.68503367,0.003170761
27.71840034,0.002499286
27.75176701,0.003876267
27.78513367,0.003527065
27.81850034,0.002638925
27.85186701,0.003220543
27.88523367,0.00271389
27.91860034,0.002384304
27.95196701,0.001704787
27.98533367,0.002664941
28.01870034,0.001417603
28.05206701,0.001811725
28.08543368,0.00104567
28.11880034,0.001883847
28.15216701,0.001440032
28.18553368,0.000884395
28.21890034,0.000793159
28.25226701,0.000365798
28.28563368,0.001377899
28.31900034,0.00110136
28.35236701,0.00112063
28.38573368,0.001146401
28.41910034,0.002145132
28.45246701,0.000989877
28.48583368,0.001315056
28.51920034,0.002587411
28.55256701,0.001495707
28.58593368,0.001643131
28.61930034,0.002362608
28.65266701,0.002208763
28.68603368,0.00184916
28.71940034,0.001956106
28.75276701,0.002742546
28.78613368,0.001672319
28.81950035,0.001159719
28.85286701,0.001306864
28.88623368,0.000714231
28.91960035,0.00064377
28.95296701,-0.000418749
28.98633368,0.000530187
29.01970035,0.000631355
29.05306701,0.000438804
29.08643368,-0.00012462
29.11980035,0.000936471
29.15316701,0.001610452
29.18653368,0.001262316
29.21990035,0.000590514
29.25326701,0.000824225
29.28663368,0.000525921
29.32000035,0.0001183
29.35336701,0.000256376
29.38673368,-0.000697069
29.42010035,-0.001478509
29.45346701,-0.00087848
29.48683368,-0.000717165
29.52020035,6.90124899271742e-05
29.55356702,-0.000970945
29.58693368,0.000233146
29.62030035,-0.001406304
29.65366702,-0.00144756
29.68703368,-0.002354844
29.72040035,-0.001695084
29.75376702,-0.001561631
29.78713368,-0.002099852
29.82050035,-0.001777022
29.85386702,-0.001717603
29.88723368,-0.000898199
29.92060035,-0.000432613
29.95396702,0.000701629
29.98733368,0.001478864
30.02070035,0.001328144
30.05406702,0.001431755
30.08743368,0.002430314
30.12080035,0.001849722
30.15416702,0.001141005
30.18753368,0.000372052
30.22090035,0.000821805
30.25426702,-5.04E-05
30.28763369,0.001030924
30.32100035,0.002066447
30.35436702,0.001794582
30.38773369,0.0012433
30.42110035,0.001723124
30.45446702,0.000590263
30.48783369,0.000671147
30.52120035,0.000754652
30.55456702,-0.000325149
30.58793369,0.000561954
30.62130035,0.000368953
30.65466702,-0.001264518
30.68803369,-0.001347836
30.72140035,-0.001985211
30.75476702,-0.000334329
30.78813369,-0.000665055
30.82150035,-0.000848391
30.85486702,0.001058573
30.88823369,0.000376951
30.92160036,0.002120434
30.95496702,-0.000690822
30.98833369,0.001562207
31.02170036,0.002197907
31.05506702,0.002776857
31.08843369,0.00240528
31.12180036,0.002311988
31.15516702,0.001405555
31.18853369,0.002449145
31.22190036,0.000510267
31.25526702,0.000409724
31.28863369,0.000753591
31.32200036,0.001244281
31.35536702,0.001558443
31.38873369,0.001041845
31.42210036,-4.49E-05
31.45546702,-0.000556706
31.48883369,0.000393897
31.52220036,0.000480829
31.55556702,0.000620016
31.58893369,0.000904631
31.62230036,0.002018318
31.65566703,0.000772162
31.68903369,0.000164854
31.72240036,-0.000911525
31.75576703,-0.00130037
31.78913369,4.48728357298405e-05
31.82250036,-0.000927744
31.85586703,-0.001723218
31.88923369,-0.000648491
31.92260036,-0.000921792
31.95596703,-0.001979574
31.98933369,-0.000680407
32.02270036,-0.001549535
32.05606703,-0.000469055
32.08943369,0.000503555
32.12280036,-0.000294577
32.15616703,-0.000567913
32.18953369,-0.000302406
32.22290036,0.000618791
32.25626703,-0.000883733
32.28963369,-0.000934099
32.32300036,0.000153014
32.35636703,0.000107118
32.3897337,-0.001127226
32.42310036,-0.0022435
32.45646703,-0.00108495
32.4898337,-0.001176055
32.52320036,-0.0007595
32.55656703,-0.001284953
32.5899337,-0.00106395
32.62330036,-0.000828647
32.65666703,0.00144929
32.6900337,0.002044939
32.72340036,0.002162947
32.75676703,0.003132979
32.7901337,0.003166595
32.82350036,0.00475927
32.85686703,0.00632496
32.8902337,0.006797344
32.92360036,0.006192507
32.95696703,0.003924025
32.9903337,0.004988843
33.02370036,0.003125971
33.05706703,0.002323972
33.0904337,0.003113449
33.12380037,0.003598742
33.15716703,0.003871443
33.1905337,0.001118268
33.22390037,-0.001224083
33.25726703,-0.001142311
33.2906337,-0.001587004
33.32400037,-0.001849826
33.35736703,-0.003397373
33.3907337,-0.004460497
33.42410037,-0.005009538
33.45746703,-0.005029868
33.4908337,-0.003239854
33.52420037,-0.002904493
33.55756703,-0.002376936
33.5909337,4.66550766674608e-05
33.62430037,0.002743281
33.65766703,0.004316833
33.6910337,0.006219997
33.72440037,0.006553269
33.75776703,0.007621877
33.7911337,0.008979973
33.82450037,0.008480529
33.85786704,0.007450845
33.8912337,0.007415172
33.92460037,0.006720854
33.95796704,0.006441874
33.9913337,0.005076034
34.02470037,0.0035329
34.05806704,0.000729845
34.0914337,-0.000175411
34.12480037,-0.000246132
34.15816704,-0.00136756
34.1915337,-0.002207737
34.22490037,-0.00194779
34.25826704,-0.001290151
34.2916337,-0.0016541
34.32500037,-0.000702584
34.35836704,-0.000647955
34.3917337,0.000915276
34.42510037,0.000641721
34.45846704,0.003391627
34.4918337,0.002356333
34.52520037,0.003252191
34.55856704,0.003366026
34.59193371,0.00297935
34.62530037,0.003952608
34.65866704,0.003088822
34.69203371,0.002382297
34.72540037,0.002830971
34.75876704,0.001902222
34.79213371,0.001938524
34.82550037,0.000568946
34.85886704,0.000393459
34.89223371,-0.001914945
34.92560037,-0.003254385
34.95896704,-0.003784589
34.99233371,-0.003909995
35.02570037,-0.003878952
35.05906704,-0.004866755
35.09243371,-0.002884197
35.12580037,-0.003398472
35.15916704,-0.000750864
35.19253371,-0.000432494
35.22590038,0.001676369
35.25926704,0.002786607
35.29263371,0.003620793
35.32600038,0.00417079
35.35936704,0.003430783
35.39273371,0.004210754
35.42610038,0.003582234
35.45946704,0.004068166
35.49283371,0.002689169
35.52620038,0.003084407
35.55956704,0.001310833
35.59293371,0.001367276
35.62630038,0.000614671
35.65966704,0.00101858
35.69303371,-3.83E-05
35.72640038,-0.000501338
35.75976704,0.000235925
35.79313371,-0.001440292
35.82650038,-0.002672719
35.85986704,-0.001997603
35.89323371,-0.002180026
35.92660038,-0.002166667
35.95996705,-0.002411742
35.99333371,-0.001715595
36.02670038,-0.001518163
36.06006705,-0.001903064
36.09343371,-0.001962321
36.12680038,-0.000402471
36.16016705,-0.001089996
36.19353371,0.000953517
36.22690038,0.002011165
36.26026705,0.002871982
36.29363371,0.00409152
36.32700038,0.002409971
36.36036705,0.003087501
36.39373371,0.002557099
36.42710038,0.000966931
36.46046705,0.000469155
36.49383371,0.001269788
36.52720038,0.000921501
36.56056705,-0.00171284
36.59393371,-0.000524469
36.62730038,-0.000240346
36.66066705,-0.001132163
36.69403372,-0.00103521
36.72740038,-0.000394075
36.76076705,-0.000412541
36.79413372,-0.001379441
36.82750038,-0.001453966
36.86086705,-0.002034341
36.89423372,-0.00102075
36.92760038,0.000951607
36.96096705,0.003775136
36.99433372,0.003037418
37.02770038,0.002691094
37.06106705,0.004071759
37.09443372,0.003645949
37.12780038,0.002348288
37.16116705,0.003173436
37.19453372,0.001416605
37.22790038,0.00064765
37.26126705,-0.000621328
37.29463372,-0.00107513
37.32800038,-0.002379272
37.36136705,-0.00278735
37.39473372,-0.003091731
37.42810039,-0.002583088
37.46146705,0.000445435
37.49483372,0.013105216
37.52820039,0.046154825
37.56156705,0.138650557
37.59493372,0.344957337
37.62830039,0.717250031
37.66166705,1.236588951
37.69503372,1.907836855
37.72840039,2.696202764
37.76176705,3.566796678
37.79513372,4.5642782
37.82850039,5.443261282
37.86186705,6.203843837
37.89523372,6.839537512
37.92860039,7.164960013
37.96196705,7.295916965
37.99533372,7.22398218
